title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Offshore Wind Technology Depth Zones,"Coastal bathymetric depth, measured in meters at depth values of: -30, -60, -900
Shallow Zone (0-30m): Technology has been demonstrated on a commercial scale at these depths. Foundation types include monopile, gravity base and suction buckets designs.
Transition Zone (30-60m): Technology has not been demonstrated on a commercial scale at these depths but several small scale projects have been successfully installed and commissioned at these depths  Foundation types include tripod, jacket and tripile designs.
Deepwater Zone (60 - 900m): Technology has not been demonstrated on a commercial scale at these depths but several pilot projects have been successfully demonstrated.  Foundation types include spar, semi-submersible and tension leg platform designs.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/OffshoreWindTechnologyDepthZones.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/OffshoreWindTechnologyDepthZones.xml&f=html,1
Oil and Natural Gas Wells,Surface borehole drilled into the ocean floor within the Outer Continental Shelf for purposes of mineral exploration and mining. A database of well boreholes is maintained by Bureau of Safety and Environmental Enforcement (BSEE).  This is current and refreshed on a daily basis.,Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/AK_wells.aspx|http://www.boem.gov/BSEE-Atlantic-Wells.zip|https://www.data.bsee.gov/Mapping/Files/Well.zip|http://boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/Pacific-Wells.aspx,4,http://metadata.boem.gov/geospatial/Alaska_OCS_Wells.xml|http://metadata.boem.gov/geospatial/BSEE_atlantic_wells.xml|http://metadata.boem.gov/geospatial/OCSwells-GOMR-NAD27.xml|http://metadata.boem.gov/geospatial/OCSwells-POCSR-NAD83.xml,4
Outer Continental Shelf Lands Act,"This data represents geographic terms used within the Outer Continental Shelf Lands Act (OCSLA or Act). The Act defines the United States outer continental shelf (OCS) as all submerged lands lying seaward of state submerged lands and waters (as defined in the Submerged Lands Act) which are under U.S. jurisdiction and control. Under the OCSLA, the Secretary of the Interior is responsible for the administration of mineral exploration and the development of the OCS. The OCSLA has been amended several times, most recently as a result of the Energy Policy Act of 2005. In addition, the Energy Policy Act of 2005 amended OCSLA Section 8 to give jurisdiction of alternate energy-related uses on the outer continental shelf to the Department of the Interior. When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up-to-date applicable jurisdictional boundaries from all respective authoritative sources.",Bureau of Ocean Energy Management,http://www.boem.gov/,ftp://coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/OuterContinentalShelfLandsAct.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/OuterContinentalShelfLandsAct.xml&f=html,1
Outer Continental Shelf Lease Blocks,"Outer Continental Shelf Lease Blocks are used to assist in leasing on the Outer Continental Shelf. Blocks are numbered areas depicted on the OPDs or Leasing Maps. Most are of a uniform size according to the projection and type of map on which they are depicted, but many are of non-uniform size and shape due to their proximity to an adjacent map, projection zone, or boundary. Blocks should always be referred to with their parent protraction name or number since block numbers repeat from one protraction to the next.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/blocks.aspx|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/ATL_BLKCLIP(3).aspx|https://www.data.boem.gov/Mapping/Files/blk_clip.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/PC_BLK_CLIP.aspx,4,http://metadata.boem.gov/geospatial/OCS_LeaseBlocks_Alaska_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_LeaseBlocks_Atlantic_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_LeaseBlocks_Gulf_of_Mexico_NAD27.xml|http://metadata.boem.gov/geospatial/OCS_LeaseBlocks_Pacific_WC_NAD83.xml,4
Outer Continental Shelf Protraction Diagrams,"Official Protraction Diagrams (OPDs) are drawings showing subdivisions of the OCS intended for leasing purposes and depict all the related OCS blocks.  OPDs are named for the most prominent geographic feature within the protraction and by the United Nations International Map Numbering System. Protractions in the middle latitudes are 2 degrees longitude by 1 degree latitude. In the Gulf of Mexico, similar maps known as Leasing Maps exist off the coast of TX and LA and are also made available as part of this map layer.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/protrac.aspx|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/ATL_PROTCLP(3).aspx|https://www.data.boem.gov/Mapping/Files/protclip.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/PC_PROT_CLIP.aspx,4,http://metadata.boem.gov/geospatial/OCS_ProtractionDiagrams_Alaska_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_ProtractionDiagrams_Atlantic_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_ProtractionDiagrams_Gulf_of_Mexico_NAD27.xml|http://metadata.boem.gov/geospatial/OCS_ProtractionDiagrams_Pacific_WC_NAD83.xml,4
Pacific Northwest Physiographic Habitat,"Physiographic habitat types for the Washington, Oregon, and Northern California continental margin. This layer, SGH V4.0, presents updated mapping from previous versions to include local surveys of: Grays Bank (WA), NOAA Sponge Reef (WA), OOI WA Inshore (WA), Nehalem (OR), Cape Falcon Fault (OR), Newport (OR), Stonewall Bank (OR), Siltcoos (OR), Coquille Bank (OR), H12130 (OR), H12131 (OR), Eureka (CA), and the Northern San Andreas Fault (CA). The data layer now extends coverage from the continental margins of Washington and Oregon into Northern California. Data coverage extends from the shoreline to the base of the continental slope spanning both state and federal waters. The physiographic habitat types displayed in this layer are: continental rise, continental shelf, continental slope, basin, ridge, canyon wall, canyon floor, channel, gully, glacial formation and mass wasting zone. Please note that the data used to develop this map of physiographic habitat is patchy and of variable quality. Where data density is low, e.g. mid-shelf regions, errors of omission (undetected changes in habitat type) are possible. Where data quality is poor misclassifications or habitat type are possible. Data layers depicting the distribution and quality of data used to develop the SGH V4.0 map for Washington, Oregon, and Northern California are available at: http://bhc.coas.oregonstate.edu/geoportal.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://bhc.coas.oregonstate.edu/boem_data/V4_0_SGH_WA_OR_NCA.zip,1,http://bhc.coas.oregonstate.edu/geoportal/rest/document?id=%7B54F7700A-0396-4DDA-B4D3-B49BB19D7E7F%7D,1
Pacific Northwest Predicted Outcrop,"This data set predicts the probability of rock outcrop (0-1) over the continental margin of the United States West Coast adjacent to Washington, Oregon, and Northern California.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://bhc.coas.oregonstate.edu/boem_data/OutcropModel.zip,1,http://bhc.coas.oregonstate.edu/geoportal/rest/document?id=%7B07847609-DED1-4506-97A9-BB879A036389%7D,1
Pacific Northwest Primary Lithological Habitat,"This map service features the primary lithologic seabed (primary habitat) component of the Surficial Geological Habitat maps for Washington, Oregon, and Northern California continental margin. The parent dataset depicts seafloor substrate types as interpreted from a multitude of seafloor mapping surveys, including multibeam sonar, sidescan sonar, sediment grab samples, cores samples, seismic reflection profiles, and still or video images. The general purpose of the seafloor habitat map is to provide organizations and the public with a seafloor habitat map for the U.S. West Coast. This dataset has been developed since 2002 and is now at version 4.0.
Primary Lithology (primary habitat) types for the Washington, Oregon, and Northern California continental margin. Data coverage extends from the shoreline to the base of the continental slope spanning both state and federal waters. The physiographic habitat types displayed in this layer are: continental rise, continental shelf, continental slope, basin, ridge, canyon wall, canyon floor, channel, gully, glacial formation and mass wasting zone. Please note that the data used to develop this map of primary lithology is patchy and of variable quality. Where data density is low, e.g. mid-shelf regions, errors of omission (undetected changes in habitat type) are possible. Where data quality is poor misclassifications or habitat type are possible. Data layers depicting the distribution and quality of data used to develop the SGH V4.0 map for Washington, Oregon, and Northern California are available at: http://bhc.coas.oregonstate.edu/geoportal.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://bhc.coas.oregonstate.edu/boem_data/V4_0_SGH_WA_OR_NCA.zip,1,http://bhc.coas.oregonstate.edu/geoportal/rest/document?id=%7B54F7700A-0396-4DDA-B4D3-B49BB19D7E7F%7D,1
Pennatulacea,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Pennatulacea",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/Pennatulacea.xml&f=html,1
Pennatulacea Sessiliflorae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Pennatulacea, Suborder: Sessiliflorae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/PennatulaceaSessiliflorae.xml&f=html,1
Pennatulacea Subsessiliflorae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Pennatulacea, Suborder: Subsessiliflorae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/PennatulaceaSubsessiliflorae.xml&f=html,1
Permitted Marine Hydrokinetic Projects,"This data represents pending or issued preliminary permits* or issued licenses for marine hydrokinetic projects that produce energy from waves or directly from ocean currents or tides. The status of these projects is administered by the Federal Energy Regulatory Commission (FERC). Listings found for maximum capacity and average annual production are estimates obtained from applications submitted to FERC by the licensee. Actual numbers upon build-out could vary. This dataset excludes any sites considered inland. *Preliminary permits provide the applicant three years to explore project feasibility and prepare a license application. Although studies are often carried out during this time, it does not authorize construction, operation, or maintenance of a hydropower project. Such permissions must be obtained from the appropriate authority. Potential applicants can obtain a successive permit if they have pursued the preparation of a license application in good faith and with due diligence. Only a small portion of preliminary permits lead to licenses.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/PermittedMarineHydrokineticProjects.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/PermittedMarineHydrokineticProjects.xml&f=html,1
Pilot Boarding Areas,Pilot boarding areas are locations at sea where pilots familiar with local waters board incoming vessels to navigate their passage to a destination port. Pilotage is compulsory for foreign vessels and U.S. vessels under register in foreign trade with specific draft characteristics. Pilot boarding areas are represented by a 0.5 nautical mile radius around a coordinate point unless the Coast Pilot specifically designates a different radius or boarding area boundary. This dataset does not contain information regarding the hazards and considerations necessary to approach each port.,MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/PilotBoardingAreas.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/PilotBoardingAreas.xml&f=html,1
Principal Ports,"Principal Ports are politically defined by port limits or US Army Corps of Engineers (USACE) projects, exclude non-USACE projects not authorized for publication.  The determination for the published Principal Ports is based upon the total tonnage for the port for the particular year; therefore the top 150 list can vary from year to year. The Principal Port file contains USACE port codes, names, and commodity tonnage summaries (total tons, domestic, foreign, imports and exports).",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/PrincipalPorts.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/PrincipalPorts.xml&f=html,1
Proposed Coastal Critical Habitat Areas,"When a species is proposed for listing as endangered or threatened under the Endangered Species Act, NOAA National Marine Fisheries Service and the U.S. Fish & Wildlife Service must consider areas of habitat believed to be essential to the species’ conservation, and propose those areas as critical habitat. This dataset, last updated in March 2017, is a compilation of the proposed critical habitat areas from NOAA and USFWS listed species in coastal areas. 

To become officially designated as critical habitat, an area is published as a proposed Federal regulation in the Federal Register. After a period of public review, the comments are adjudicated and the final boundaries of the critical habitat area are published in the Federal Register. When areas are officially designated, they move into the Coastal Critical Habitat Designations layer on MarineCadastre.gov. Because MarineCadastre.gov updates data on a pre-defined cycle, it is possible that proposed layers have been adopted or removed prior to being reflected in this layer.  It is important to keep in mind that these maps are only for illustrative purposes. Federal Register text descriptions should be used for authoritative purposes. 
See metadata for online linkages to reference full listings of proposed and final critical habitat areas.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ProposedCoastalCriticalHabitatAreas.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ProposedCoastalCriticalHabitatAreas.xml&f=html,1
Raster Nautical Charts,"NOAA raster navigational charts (RNCs) are geo-referenced, digital images of NOAA navigational charts.  The NOAA_RNC map service provides a seamless collarless mosaic of the NOAA Raster Nautical Charts. Source charts are updated once per month; the updates are developed according to the standard set by the International Hydrographic Organization Special Publication S-61. This map service is not to be used for navigation.",NOAA Office of Coast Survey,http://www.nauticalcharts.noaa.gov/,http://www.charts.noaa.gov/RNCs/RNCs.shtml,1,http://gis.charttools.noaa.gov/ocs_metadata/public/fgdc/seamless_RNC.xml,1
Scleractinia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/Scleractinia.xml&f=html,1
Scleractinia Astrocoeniidae Madracis,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Astrocoeniidae, Genus: Madracis",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaAstrocoeniidaeMadracis.xml&f=html,1
Scleractinia Caryophylliidae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Caryophylliidae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaCaryophylliidae.xml&f=html,1
Scleractinia Caryophylliidae Lophelia pertusa,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Caryophylliidae, Genus/species: Lophelia pertusa",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaCaryophylliidaeLopheliaPertusa.xml&f=html,1
Scleractinia Dendrophylliidae Enallopsammia profunda,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Dendrophylliidae, Genus/species: Enallopsammia profunda",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaDendrophylliidaeEnallopsammiaProfunda.xml&f=html,1
Scleractinia Flabellidae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Flabellidae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaFlabellidae.xml&f=html,1
Scleractinia Oculinidae Madrepora,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Oculinidae, Genus: Madrepora",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaOculinidaeMadrepora.xml&f=html,1
Scleractinia Oculinidae Madrepora oculata,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Oculinidae, Genus/species: Madrepora oculata",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaOculinidaeMadreporaOculata.xml&f=html,1
Scleractinia Oculinidae Oculina,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Scleractinia, Family: Oculinidae, Genus: Oculina",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/ScleractiniaOculinidaeOculina.xml&f=html,1
Seafloor Bathymetry - Atlantic,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin. These data are required to support any potential claim for extended jurisdiction by the United States under United Nations Convention on the Law of the Sea (UNCLOS) Article 76. The requirement is for the collection and processing of full-coverage multibeam sonar data in water depths of approximately 1000 to 5000 m in order to precisely define the location of the 2500-m isobath and the ""foot of the slope"" as defined under UNCLOS Article 76. As part of their NOAA-funded research program, University of New Hampshire (UNH) researchers at the CCOM oversaw data acquisition, processing and archiving of the data collected during the cruise. The bathymetric grid was generated from data which were first reduced for position, elevation, orientation, water-column sound-speed and refraction effects. The shaded-relief model (hillshade) is illuminated from an azimuth of 315 degrees with a sun elevation of 45 degrees. All depths are reported in meters. NOT to be used for navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/Atlantic_ESRI_DTM.zip,1,http://ccom.unh.edu/sites/default/files/metadata/Atlantic_ESRI_DTM_metadata.xml,1
Seafloor Bathymetry - Bering Sea - Beringian Margin,"Seafloor bathymetry (depths in meters) with hillshade for the U.S. Atlantic Continental Margin, Bering Sea - Beringian Margin and Bowers Ridge, Eastern Mendocino Ridge, Gulf of Alaska, Gulf of Mexico - Florida Escarpment and Sigsbee Escarpment, Line Islands - Kingman Reef and Palmyra Atoll, Mariana Islands Region, and Necker Ridge.
These grids are the Copyright of the University of New Hampshire and its Center for Coastal and Ocean Mapping/Joint Hydrographic Center - (c) 2012 The University of New Hampshire, Durham, NH 03824
This Data was NOT produced for Navigation, has NOT been certified by UNH/CCOM-JHC, and must NOT be used in any form or manner for Navigation.",CCOM/JHC Univ. New Hamp.,http://ccom.unh.edu/,http://ccom.unh.edu/sites/default/files/datasets/BeringSea_BeringianMargin_ESRI_bathy.zip,1,http://ccom.unh.edu/sites/default/files/metadata/BeringSea_BeringianMargin_ESRI_bathy_metadata.xml,1
